43, 9718, 7031, 9817, 10328, 10483, 10211, 7261, 6358, 5654, 5123, 3796, 2083, 740, 466, 315, 265, 185, 127, 93, 65, 100, 15, 0, 0, 
0, 0, 939, 740, 1656, 3570, 2288, 2662, 2851, 5374, 6621, 4678, 4911, 4975, 5069, 7164, 13015, 20827, 8770, 174, 1, 0, 0, 0, 0, 
0, 220, 1552, 2006, 2963, 8311, 12850, 14498, 11747, 11116, 6269, 3782, 2898, 1983, 1401, 989, 654, 514, 423, 543, 315, 4, 0, 0, 0, 
0, 0, 656, 5957, 17477, 10986, 10841, 9383, 7505, 5473, 4360, 4160, 3875, 4280, 3332, 654, 27, 6, 2, 0, 0, 0, 0, 0, 0, 
0, 7, 3921, 4193, 5958, 10489, 15955, 4297, 3111, 2787, 3483, 4539, 5317, 6203, 7114, 5768, 3113, 1701, 689, 156, 4, 0, 0, 0, 0, 
5889, 12251, 2982, 2448, 1191, 909, 1022, 2846, 4753, 10386, 12211, 6280, 5759, 3919, 3643, 3149, 3986, 5872, 3303, 2575, 580, 621, 177, 9, 0, 
49593, 2328, 1399, 1154, 1690, 2250, 3540, 3061, 3422, 4019, 3781, 3432, 3113, 2818, 2546, 1998, 1575, 1117, 733, 570, 469, 365, 123, 8, 0, 
1154, 39402, 1970, 1166, 960, 842, 844, 1080, 1420, 2260, 3209, 4687, 6319, 9985, 10973, 6762, 4269, 95, 0, 0, 0, 0, 0, 0, 0, 
1, 18023, 4279, 699, 752, 922, 748, 570, 466, 595, 2684, 10736, 17643, 18013, 14962, 6589, 16, 0, 0, 0, 0, 0, 0, 0, 0, 
15904, 8366, 7524, 6224, 4197, 3485, 2452, 1501, 1712, 2623, 4669, 8312, 8050, 3897, 4506, 6326, 4182, 1921, 457, 72, 25, 7, 1, 0, 0, 
1002, 64228, 2366, 1920, 2246, 3266, 3361, 1264, 1184, 982, 808, 788, 865, 1217, 1549, 1990, 2109, 1729, 1557, 1105, 627, 353, 86, 8, 0, 
17304, 5263, 3746, 3334, 4258, 5421, 5858, 5793, 4294, 3852, 5175, 11933, 8458, 3071, 1825, 1154, 518, 305, 146, 12, 1, 0, 0, 0, 0, 
10, 2255, 14535, 8309, 10697, 20769, 17368, 3675, 2953, 2555, 2504, 2440, 1727, 1265, 1032, 690, 513, 263, 61, 9, 0, 0, 0, 0, 0, 
0, 0, 30, 2613, 34889, 30160, 7961, 2562, 1854, 1410, 1363, 1231, 1405, 1400, 1228, 1187, 1269, 1193, 923, 708, 523, 350, 85, 5, 0, 
623, 1137, 1330, 924, 778, 567, 480, 456, 794, 2948, 12696, 44746, 19802, 9243, 122, 114, 137, 129, 171, 125, 156, 223, 155, 17, 0, 
808, 804, 1057, 645, 318, 260, 335, 7417, 22460, 38104, 19234, 522, 280, 481, 699, 498, 344, 343, 384, 356, 302, 505, 275, 25, 0, 
877, 739, 1093, 1236, 1117, 897, 675, 1009, 4969, 18016, 30326, 25195, 5327, 376, 342, 765, 891, 571, 376, 393, 722, 1112, 470, 41, 0, 
1121, 695, 736, 687, 408, 276, 246, 220, 181, 205, 947, 7994, 59684, 22604, 560, 343, 281, 269, 394, 143, 46, 5, 0, 0, 0, 
1045, 828, 431, 955, 1281, 1044, 548, 3148, 17263, 22017, 29647, 14288, 679, 397, 399, 547, 569, 550, 510, 384, 384, 481, 293, 59, 0, 
2274, 912, 472, 427, 362, 285, 240, 382, 596, 489, 451, 642, 598, 432, 205, 190, 999, 8942, 17452, 33320, 16952, 10739, 579, 27, 0, 
383, 2029, 1183, 892, 1236, 1274, 1233, 2311, 582, 715, 670, 810, 700, 603, 386, 384, 348, 446, 595, 10183, 24886, 43832, 880, 45, 0, 
317, 611, 578, 663, 782, 918, 872, 613, 15997, 28395, 17406, 8907, 11261, 2281, 1509, 1238, 1259, 1249, 1370, 546, 211, 417, 257, 30, 0, 
537, 1386, 1031, 839, 654, 443, 347, 1376, 2200, 3640, 7745, 13853, 22477, 38180, 1172, 253, 141, 131, 269, 298, 273, 327, 213, 62, 0, 
3200, 2048, 982, 463, 409, 459, 408, 446, 612, 798, 1072, 1060, 841, 565, 297, 111, 74, 185, 2181, 29642, 32530, 19221, 291, 50, 0, 
770, 931, 715, 466, 639, 773, 780, 780, 706, 732, 752, 706, 622, 507, 447, 391, 433, 489, 12074, 38809, 25383, 8725, 622, 295, 0, 
3438, 967, 168, 100, 88, 64, 48, 47, 29, 46, 45, 43, 45, 39, 48, 63, 62, 854, 11130, 54326, 23205, 2990, 321, 85, 0, 
507, 380, 259, 429, 363, 334, 352, 416, 398, 389, 459, 797, 689, 530, 639, 698, 417, 2366, 10179, 34129, 27090, 15826, 284, 46, 0, 
1661, 1165, 941, 964, 1648, 1747, 3283, 15740, 22582, 20022, 14164, 3422, 1302, 871, 512, 105, 41, 45, 39, 52, 83, 35, 4, 0, 0, 
158, 500, 957, 972, 501, 317, 213, 7732, 14838, 23019, 26903, 17940, 2284, 514, 439, 226, 111, 74, 45, 28, 15, 17, 15, 1, 0, 
1251, 2117, 2008, 1595, 2005, 2980, 3580, 8402, 12749, 17925, 16151, 9473, 4700, 2264, 1506, 874, 561, 359, 267, 225, 398, 1498, 262, 28, 0, 
1775, 3802, 4678, 5286, 4997, 4657, 4575, 6710, 8573, 9800, 8208, 6010, 4280, 3146, 2590, 2190, 2033, 1879, 1691, 1947, 2285, 1654, 191, 27, 0, 
1935, 4247, 4886, 5748, 7186, 8366, 9423, 9551, 9853, 10082, 7309, 3985, 2290, 1233, 775, 415, 271, 149, 125, 103, 126, 501, 217, 15, 0, 
697, 1673, 2196, 2865, 2869, 3115, 2962, 10393, 21608, 19194, 8241, 4399, 3126, 2607, 2108, 1682, 1204, 945, 728, 473, 317, 510, 164, 9, 0, 
2057, 2870, 2951, 3351, 3935, 4668, 5557, 7508, 8425, 8555, 8237, 7818, 7115, 5677, 4076, 2655, 1861, 1648, 1132, 572, 456, 436, 264, 46, 0, 
1798, 7614, 8909, 15853, 17669, 13913, 9909, 2262, 1237, 823, 666, 586, 625, 569, 577, 635, 747, 988, 1443, 1911, 1863, 1769, 533, 22, 0, 
1096, 1127, 2019, 3622, 4917, 5741, 6844, 14000, 20198, 11186, 2900, 1076, 753, 873, 550, 365, 327, 315, 348, 704, 3571, 6954, 462, 16, 0, 
1011, 727, 690, 903, 1146, 1157, 1246, 1915, 4696, 9500, 12839, 12919, 11554, 9243, 7040, 5322, 4470, 3692, 2766, 1641, 1151, 1241, 61, 2, 0, 
1508, 2841, 4731, 5473, 6154, 7215, 8017, 8455, 9153, 9039, 7279, 5000, 3366, 2485, 1722, 1128, 737, 663, 708, 761, 1206, 2334, 241, 11, 0, 
6584, 9402, 9530, 10719, 11607, 11218, 9919, 5910, 3601, 1936, 1183, 836, 774, 747, 823, 731, 787, 803, 863, 720, 647, 861, 176, 5, 0, 
979, 6694, 16612, 11138, 3562, 3717, 5673, 6172, 8019, 10202, 9244, 3236, 1432, 1069, 908, 760, 728, 636, 523, 324, 321, 918, 99, 0, 0, 
